freq,unit,penscheme,na_item,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,MIO_NAC,S12P,D61_P,HR	: 	: 	: 	1186 	: 	: 	912 	: 	: 	1266 	: 	: 
A,MIO_NAC,S12P,D61_P,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D61_P,IE	: 	: 	: 	4828 	: 	: 	6389 	: 	: 	7276 	: 	: 
A,MIO_NAC,S12P,D61_P,IS	: 	: 	: 	128506 	: 	: 	341307 	: 	: 	990497 	: 	: 
A,MIO_NAC,S12P,D61_P,IT	: 	: 	: 	10507 	: 	: 	12346 	: 	: 	12831 	: 	: 
A,MIO_NAC,S12P,D61_P,LT	: 	169 	245 	271 	334 	339 	381 	429 	414 	512 	628 	: 
A,MIO_NAC,S12P,D61_P,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	390 	: 	: 
A,MIO_NAC,S12P,D61_P,LV	: 	: 	: 	335 e	424 e	487 e	565 e	637 	606 	625 	: 	: 
A,MIO_NAC,S12P,D61_P,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D61_P,NL	45852 	49009 	48998 	45973 	45742 	44024 	44584 	: 	: 	49461 	: 	: 
A,MIO_NAC,S12P,D61_P,NO	: 	: 	: 	67485 	67811 	69971 	71590 	79471 	79979 	97484 	: 	: 
A,MIO_NAC,S12P,D61_P,PL	: 	: 	: 	8893 	: 	: 	8633 	: 	: 	9628 	: 	: 
A,MIO_NAC,S12P,D61_P,PT	: 	: 	: 	709 	: 	: 	672 	: 	: 	643 	: 	: 
A,MIO_NAC,S12P,D61_P,RO	: 	: 	: 	5568 	: 	: 	7883 	: 	: 	14252 	: 	: 
A,MIO_NAC,S12P,D61_P,SE	217035 	229791 	266041 	258634 	274772 	266457 	311575 	345516 	326636 	357330 	: 	: 
A,MIO_NAC,S12P,D61_P,SI	: 	: 	: 	145 	: 	: 	200 	: 	: 	215 	: 	: 
A,MIO_NAC,S12P,D61_P,SK	: 	: 	: 	485 	: 	: 	673 	: 	: 	946 	: 	: 
A,MIO_NAC,S12P,D61_P,UK	: 	: 	: 	181528 	: 	: 	87227 e	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D62_P,AT	: 	: 	: 	2457 	: 	: 	2777 	: 	: 	2852 	: 	: 
A,MIO_NAC,S12P,D62_P,BE	: 	: 	: 	4161 d	: 	: 	4870 d	: 	: 	5540 d	: 	: 
A,MIO_NAC,S12P,D62_P,BG	: 	: 	: 	97 	113 	108 	94 	117 	142 	158 	: 	: 
A,MIO_NAC,S12P,D62_P,CH	28083 	28118 	29852 	31286 	31606 	32742 	34031 	35448 	37073 	39134 	: 	: 
A,MIO_NAC,S12P,D62_P,CY	: 	: 	: 	273 	: 	: 	191 	: 	: 	215 	: 	: 
A,MIO_NAC,S12P,D62_P,CZ	: 	15886 	: 	20365 	23570 	27045 	27863 	28228 	32964 	39431 	59185 	98064 
A,MIO_NAC,S12P,D62_P,DE	45200 	: 	: 	48630 	: 	: 	52912 	: 	: 	59752 	: 	: 
A,MIO_NAC,S12P,D62_P,DK	: 	: 	: 	25963 	: @C	: 	29150 	: 	: 	29864 	: 	: 
A,MIO_NAC,S12P,D62_P,EE	: 	: 	: 	18 	: 	: 	26 	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D62_P,EL	: 	: 	: 	221 	: 	: 	192 	: 	: 	193 	: 	: 
A,MIO_NAC,S12P,D62_P,ES	: 	: 	: 	4408 	: 	: 	4488 	: 	: 	3874 	: 	: 
A,MIO_NAC,S12P,D62_P,FI	: 	: 	: 	642 	658 	649 	645 	667 	634 	628 	: 	: 
A,MIO_NAC,S12P,D62_P,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D62_P,HR	: 	: 	: 	6 	: 	: 	12 	: 	: 	31 	: 	: 
A,MIO_NAC,S12P,D62_P,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D62_P,IE	: 	: 	: 	3098 	: 	: 	3335 	: 	: 	3961 	: 	: 
A,MIO_NAC,S12P,D62_P,IS	: 	: 	: 	53478 	: 	: 	79107 	: 	: 	112362 	: 	: 
A,MIO_NAC,S12P,D62_P,IT	: 	: 	: 	5896 	: 	: 	7261 	: 	: 	9497 	: 	: 
A,MIO_NAC,S12P,D62_P,LT	: 	13 	13 	15 	22 	29 	46 	84 	39 	45 	56 	: 
A,MIO_NAC,S12P,D62_P,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	310 	: 	: 
A,MIO_NAC,S12P,D62_P,LV	: 	: 	: 	5 	7 	9 	12 	15 	22 	28 	: 	: 
A,MIO_NAC,S12P,D62_P,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D62_P,NL	27528 	27769 	28522 	27805 	28874 	29724 	30211 	: 	: 	33720 	: 	: 
A,MIO_NAC,S12P,D62_P,NO	: 	: 	: 	21360 	22504 	24251 	25932 	27543 	29452 	31214 	: 	: 
A,MIO_NAC,S12P,D62_P,PL	: 	: 	: 	493 	: 	: 	1240 	: 	: 	2514 	: 	: 
A,MIO_NAC,S12P,D62_P,PT	: 	: 	: 	579 	: 	: 	670 	: 	: 	709 	: 	: 
A,MIO_NAC,S12P,D62_P,RO	: 	: 	: 	5 	: 	: 	37 	: 	: 	251 	: 	: 
A,MIO_NAC,S12P,D62_P,SE	78649 	87235 	91564 	99602 	101710 	108567 	112425 	116718 	127500 	138028 	: 	: 
A,MIO_NAC,S12P,D62_P,SI	: 	: 	: 	116 	: 	: 	95 	: 	: 	102 	: 	: 
A,MIO_NAC,S12P,D62_P,SK	: 	: 	: 	13 	: 	: 	16 	: 	: 	42 	: 	: 
A,MIO_NAC,S12P,D62_P,UK	: 	: 	: 	51420 	: 	: 	61201 	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D8,AT	: 	: 	: 	374 	: 	: 	542 	: 	: 	303 	: 	: 
A,MIO_NAC,S12P,D8,BE	: 	: 	: 	3163 d	: 	: 	3245 d	: 	: 	2540 d	: 	: 
A,MIO_NAC,S12P,D8,BG	: 	: 	: 	1215 	1544 	1947 	837 	2400 	1854 	2618 	: 	: 
A,MIO_NAC,S12P,D8,CH	21441 	23134 	26433 	26586 	24333 	25508 	23356 	28359 	24694 	25908 	: 	: 
A,MIO_NAC,S12P,D8,CY	: 	: 	: 	20 	: 	: 	125 	: 	: 	149 	: 	: 
A,MIO_NAC,S12P,D8,CZ	: 	34888 	: 	35978 	32749 	33152 	36254 	38296 	39974 	40987 	26803 	1228 
A,MIO_NAC,S12P,D8,DE	65590 	: 	: 	61038 	: 	: 	66174 	: 	: 	67570 	: 	: 
A,MIO_NAC,S12P,D8,DK	: 	: 	: 	13828 	: @C	: 	12961 	: 	: 	12373 	: 	: 
A,MIO_NAC,S12P,D8,EE	: 	: 	: 	363 	: 	: 	398 	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D8,EL	: 	: 	: 	-7 	: 	: 	20 	: 	: 	26 	: 	: 
A,MIO_NAC,S12P,D8,ES	: 	: 	: 	-766 	: 	: 	-1183 	: 	: 	-166 	: 	: 
A,MIO_NAC,S12P,D8,FI	: 	: 	: 	-169 	-241 	-227 	-154 	-170 	-248 	-251 	: 	: 
A,MIO_NAC,S12P,D8,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D8,HR	: 	: 	: 	1180 	: 	: 	899 	: 	: 	1235 	: 	: 
A,MIO_NAC,S12P,D8,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D8,IE	: 	: 	: 	1730 	: 	: 	3055 	: 	: 	3314 	: 	: 
A,MIO_NAC,S12P,D8,IS	: 	: 	: 	75028 	: 	: 	262200 	: 	: 	878135 	: 	: 
A,MIO_NAC,S12P,D8,IT	: 	: 	: 	4611 	: 	: 	5085 	: 	: 	3334 	: 	: 
A,MIO_NAC,S12P,D8,LT	: 	155 	231 	256 	312 	310 	336 	346 	375 	467 	572 	: 
A,MIO_NAC,S12P,D8,LU	: 	: 	: 	: 	: 	: 	54 	: 	: 	79 	: 	: 
A,MIO_NAC,S12P,D8,LV	: 	: 	: 	330 e	418 e	478 e	554 e	621 	584 	597 	: 	: 
A,MIO_NAC,S12P,D8,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D8,NL	18324 	21240 	20476 	18168 	16868 	14300 	14373 	: 	: 	15741 	: 	: 
A,MIO_NAC,S12P,D8,NO	: 	: 	: 	46125 	45307 	45720 	45658 	51928 	50527 	66270 	: 	: 
A,MIO_NAC,S12P,D8,PL	: 	: 	: 	8400 	: 	: 	7393 	: 	: 	7114 	: 	: 
A,MIO_NAC,S12P,D8,PT	: 	: 	: 	130 	: 	: 	3 	: 	: 	-66 	: 	: 
A,MIO_NAC,S12P,D8,RO	: 	: 	: 	5563 	: 	: 	7846 	: 	: 	14001 	: 	: 
A,MIO_NAC,S12P,D8,SE	138386 	142556 	174477 	159032 	173062 	157890 	199150 	228798 	199136 	219302 	: 	: 
A,MIO_NAC,S12P,D8,SI	: 	: 	: 	28 	: 	: 	104 	: 	: 	112 	: 	: 
A,MIO_NAC,S12P,D8,SK	: 	: 	: 	472 	: 	: 	657 	: 	: 	903 	: 	: 
A,MIO_NAC,S12P,D8,UK	: 	: 	: 	130108 	: 	: 	26026 e	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D81,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D81,BE	: 	: 	: 	0 d	: 	: 	0 d	: 	: 	0 d	: 	: 
A,MIO_NAC,S12P,D81,BG	: 	: 	: 	-42 	-126 	-38 	-98 	-89 	-136 	-291 	: 	: 
A,MIO_NAC,S12P,D81,CH	-7618 	-16885 	11448 	6476 	-17377 	-6747 	-9874 	-2278 	-8053 	-8179 	: 	: 
A,MIO_NAC,S12P,D81,CY	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D81,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S12P,D81,DE	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D81,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D81,EE	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D81,EL	: 	: 	: 	-2 	: 	: 	-8 	: 	: 	-2 	: 	: 
A,MIO_NAC,S12P,D81,ES	: 	: 	: 	0 	: 	: 	0 	: 	: 	-4 	: 	: 
A,MIO_NAC,S12P,D81,FI	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,MIO_NAC,S12P,D81,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D81,HR	: 	: 	: 	-205 	: 	: 	-68 	: 	: 	-116 	: 	: 
A,MIO_NAC,S12P,D81,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D81,IE	: 	: 	: 	-96 	: 	: 	-62 	: 	: 	-609 	: 	: 
A,MIO_NAC,S12P,D81,IS	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D81,IT	: 	: 	: 	-134 	: 	: 	72 	: 	: 	24 	: 	: 
A,MIO_NAC,S12P,D81,LT	: 	0 	0 	0 	0 	0 	0 	-108 	-4 	-11 	-13 	: 
A,MIO_NAC,S12P,D81,LU	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D81,LV	: 	: 	: 	-25 	-28 	-32 	-34 	-38 	-53 	-65 	: 	: 
A,MIO_NAC,S12P,D81,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D81,NL	-654 	-730 	-1477 	-339 	-8 	-2 	-536 	: 	: 	-209 	: 	: 
A,MIO_NAC,S12P,D81,NO	: 	: 	: 	1132 	28 	214 	-1447 	149 	-1487 	961 	: 	: 
A,MIO_NAC,S12P,D81,PL	: 	: 	: 	-4056 	: 	: 	-8009 	: 	: 	-7325 	: 	: 
A,MIO_NAC,S12P,D81,PT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D81,RO	: 	: 	: 	10 	: 	: 	21 	: 	: 	33 	: 	: 
A,MIO_NAC,S12P,D81,SE	-2844 	-44 	-651 	-939 	-3382 	-4392 	-5395 	-5455 	-2776 	-9872 	: 	: 
A,MIO_NAC,S12P,D81,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D81,SK	: 	: 	: 	-580 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D81,UK	: 	: 	: 	-12278 	: 	: 	-4247 	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D82,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D82,BE	: 	: 	: 	0 d	: 	: 	0 d	: 	: 	0 d	: 	: 
A,MIO_NAC,S12P,D82,BG	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S12P,D82,CH	15 	435 	4 	257 	0 	39 	38 	1 	0 	0 	: 	: 
A,MIO_NAC,S12P,D82,CY	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D82,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S12P,D82,DE	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D82,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D82,EE	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D82,EL	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D82,ES	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D82,FI	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,MIO_NAC,S12P,D82,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D82,HR	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D82,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D82,IE	: 	: 	: 	-148 	: 	: 	-23 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D82,IS	: 	: 	: 	2877 	: 	: 	4345 	: 	: 	4747 	: 	: 
A,MIO_NAC,S12P,D82,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D82,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,S12P,D82,LU	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D82,LV	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S12P,D82,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D82,NL	10060 	0 	0 	0 	-1946 	83 	-1990 	: 	: 	2560 	: 	: 
A,MIO_NAC,S12P,D82,NO	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S12P,D82,PL	: 	: 	: 	0 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,D82,PT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D82,RO	: 	: 	: 	-17 	: 	: 	-37 	: 	: 	-70 	: 	: 
A,MIO_NAC,S12P,D82,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S12P,D82,SI	: 	: 	: 	49 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,D82,SK	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,F63_LE,AT	: 	: 	: 	39628 	: 	: 	44758 	: 	: 	50571 	: 	: 
A,MIO_NAC,S12P,F63_LE,BE	: 	: 	: 	85921 d	: 	: 	105255 d	: 	: 	136069 d	: 	: 
A,MIO_NAC,S12P,F63_LE,BG	: 	: 	: 	9333 	10752 	12658 	13358 	15621 	17289 	19551 	: 	: 
A,MIO_NAC,S12P,F63_LE,CH	647764 	670465 	718228 	765523 	790515 	823342 	846308 	887240 	914695 	949150 	: 	: 
A,MIO_NAC,S12P,F63_LE,CY	: 	: 	: 	3251 	: 	: 	3344 	: 	: 	3379 	: 	: 
A,MIO_NAC,S12P,F63_LE,CZ	: 	281626 	: 	351098 	381684 	413807 	447382 	486158 	526113 	564282 	583405 	585776 
A,MIO_NAC,S12P,F63_LE,DE	575530 	: 	: 	668610 	: 	: 	744090 	: 	: 	838270 	: 	: 
A,MIO_NAC,S12P,F63_LE,DK	: 	: 	: 	1266689 	: @C	: 	1401646 	: 	: 	1735707 	: 	: 
A,MIO_NAC,S12P,F63_LE,EE	: 	: 	: 	2580 	: 	: 	3901 	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,F63_LE,EL	: 	: 	: 	3193 	: 	: 	3451 	: 	: 	4490 	: 	: 
A,MIO_NAC,S12P,F63_LE,ES	: 	: 	: 	62886 	: 	: 	60109 	: 	: 	64692 	: 	: 
A,MIO_NAC,S12P,F63_LE,FI	: 	: 	: 	9371 	9321 	9276 	9194 	9046 	8864 	8863 	: 	: 
A,MIO_NAC,S12P,F63_LE,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,F63_LE,HR	: 	: 	: 	9827 	: 	: 	13040 	: 	: 	17852 	: 	: 
A,MIO_NAC,S12P,F63_LE,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,F63_LE,IE	: 	: 	: 	90800 	: 	: 	98998 	: 	: 	120911 	: 	: 
A,MIO_NAC,S12P,F63_LE,IS	: 	: 	: 	2170458 	: 	: 	3299054 	: 	: 	5205401 	: 	: 
A,MIO_NAC,S12P,F63_LE,IT	: 	: 	: 	113756 	: 	: 	130376 	: 	: 	162830 	: 	: 
A,MIO_NAC,S12P,F63_LE,LT	: 	1572 	1867 	2118 	2487 	2911 	3118 	3888 	4496 	5910 	5621 	: 
A,MIO_NAC,S12P,F63_LE,LU	: 	: 	: 	: 	: 	: 	4234 	: 	: 	4986 	: 	: 
A,MIO_NAC,S12P,F63_LE,LV	: 	: 	: 	2470 	2917 	3461 	3789 	4749 	5377 	6348 	: 	: 
A,MIO_NAC,S12P,F63_LE,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,F63_LE,NL	753313 	736455 	900142 	954216 	1055785 	1040954 	1058579 	: 	: 	1310829 	: 	: 
A,MIO_NAC,S12P,F63_LE,NO	: 	: 	: 	666428 	721489 	788565 	815015 	899732 	972543 	1072986 	: 	: 
A,MIO_NAC,S12P,F63_LE,PL	: 	: 	: 	151119 	: 	: 	170136 	: 	: 	206914 	: 	: 
A,MIO_NAC,S12P,F63_LE,PT	: 	: 	: 	22192 	: 	: 	22233 	: 	: 	23597 	: 	: 
A,MIO_NAC,S12P,F63_LE,RO	: 	: 	: 	24674 	: 	: 	47577 	: 	: 	89069 	: 	: 
A,MIO_NAC,S12P,F63_LE,SE	2133181 	2425784 	2809610 	3020092 	3218173 	3516320 	3586887 	4321380 	4630828 	5428795 	: 	: 
A,MIO_NAC,S12P,F63_LE,SI	: 	: 	: 	1666 	: 	: 	2024 	: 	: 	2692 	: 	: 
A,MIO_NAC,S12P,F63_LE,SK	: 	: 	: 	6660 	: 	: 	8607 	: 	: 	10979 	: 	: 
A,MIO_NAC,S12P,F63_LE,UK	: 	: 	: 	2344114 	: 	: 	2552571 e	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,F63_LS,AT	: 	: 	: 	38421 	: 	: 	43377 	: 	: 	48954 	: 	: 
A,MIO_NAC,S12P,F63_LS,BE	: 	: 	: 	81374 d	: 	: 	105325 d	: 	: 	131848 d	: 	: 
A,MIO_NAC,S12P,F63_LS,BG	: 	: 	: 	8160 	9333 	10752 	12658 	13358 	15621 	17289 	: 	: 
A,MIO_NAC,S12P,F63_LS,CH	621292 	647764 	670465 	718228 	765523 	790515 	823342 	846308 	887240 	914695 	: 	: 
A,MIO_NAC,S12P,F63_LS,CY	: 	: 	: 	3222 	: 	: 	3224 	: 	: 	3132 	: 	: 
A,MIO_NAC,S12P,F63_LS,CZ	: 	246738 	: 	318046 	351098 	381684 	413807 	447382 	486158 	526113 	564282 	583405 
A,MIO_NAC,S12P,F63_LS,DE	545190 	: 	: 	639290 	: 	: 	719525 	: 	: 	813280 	: 	: 
A,MIO_NAC,S12P,F63_LS,DK	: 	: 	: 	1210978 	: @C	: 	1363290 	: 	: 	1672901 	: 	: 
A,MIO_NAC,S12P,F63_LS,EE	: 	: 	: 	2170 	: 	: 	3604 	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,F63_LS,EL	: 	: 	: 	3107 	: 	: 	3417 	: 	: 	4403 	: 	: 
A,MIO_NAC,S12P,F63_LS,ES	: 	: 	: 	62868 	: 	: 	63213 	: 	: 	62684 	: 	: 
A,MIO_NAC,S12P,F63_LS,FI	: 	: 	: 	9397 	9371 	9321 	9276 	9194 	9046 	8864 	: 	: 
A,MIO_NAC,S12P,F63_LS,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,F63_LS,HR	: 	: 	: 	8799 	: 	: 	12212 	: 	: 	15922 	: 	: 
A,MIO_NAC,S12P,F63_LS,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,F63_LS,IE	: 	: 	: 	87762 	: 	: 	97890 	: 	: 	114786 	: 	: 
A,MIO_NAC,S12P,F63_LS,IS	: 	: 	: 	1932602 	: 	: 	3032509 	: 	: 	4322519 	: 	: 
A,MIO_NAC,S12P,F63_LS,IT	: 	: 	: 	108094 	: 	: 	128209 	: 	: 	152532 	: 	: 
A,MIO_NAC,S12P,F63_LS,LT	: 	1391 	1572 	1867 	2118 	2487 	2911 	3118 	3888 	4496 	5910 	: 
A,MIO_NAC,S12P,F63_LS,LU	: 	: 	: 	: 	: 	: 	3973 	: 	: 	4766 	: 	: 
A,MIO_NAC,S12P,F63_LS,LV	: 	: 	: 	2133 	2470 	2917 	3461 	3789 	4749 	5377 	: 	: 
A,MIO_NAC,S12P,F63_LS,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,F63_LS,NL	685951 	753313 	736455 	900141 	954216 	1048869 b	1040954 	: 	: 	1371076 	: 	: 
A,MIO_NAC,S12P,F63_LS,NO	: 	: 	: 	610944 	666428 	721489 	788565 	815015 	899732 	972543 	: 	: 
A,MIO_NAC,S12P,F63_LS,PL	: 	: 	: 	159315 	: 	: 	192173 	: 	: 	165620 	: 	: 
A,MIO_NAC,S12P,F63_LS,PT	: 	: 	: 	22043 	: 	: 	22409 	: 	: 	24115 	: 	: 
A,MIO_NAC,S12P,F63_LS,RO	: 	: 	: 	19118 	: 	: 	39746 	: 	: 	75105 	: 	: 
A,MIO_NAC,S12P,F63_LS,SE	1936246 	2133181 	2425784 	2809610 	3020092 	3218173 	3516320 	3586887 	4321380 	4630828 	: 	: 
A,MIO_NAC,S12P,F63_LS,SI	: 	: 	: 	1544 	: 	: 	1921 	: 	: 	2441 	: 	: 
A,MIO_NAC,S12P,F63_LS,SK	: 	: 	: 	6769 	: 	: 	7949 	: 	: 	10076 	: 	: 
A,MIO_NAC,S12P,F63_LS,UK	: 	: 	: 	2382243 	: 	: 	2697756 e	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,K5,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,K5,BE	: 	: 	: 	0 d	: 	: 	0 d	: 	: 	0 d	: 	: 
A,MIO_NAC,S12P,K5,BG	: 	: 	: 	0 	1 	-3 	-39 	-47 	-51 	-65 	: 	: 
A,MIO_NAC,S12P,K5,CH	4742 	2896 	620 	1557 	3481 	3638 	1135 	780 	1103 	4504 	: 	: 
A,MIO_NAC,S12P,K5,CY	: 	: 	: 	-3 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,K5,CZ	: 	: 	: 	-117 	-1316 	-314 	-2105 	-10512 	-5042 	-8861 	2776 	-16882 
A,MIO_NAC,S12P,K5,DE	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,K5,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,K5,EE	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,K5,EL	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,K5,ES	: 	: 	: 	: @C	: 	: 	: @C	: 	: 	: @C	: 	: 
A,MIO_NAC,S12P,K5,FI	: 	: 	: 	143 	191 	182 	72 	22 	66 	250 	: 	: 
A,MIO_NAC,S12P,K5,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,K5,HR	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,K5,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,K5,IE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,K5,IS	: 	: 	: 	159951 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,K5,IT	: 	: 	: 	-1 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S12P,K5,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,S12P,K5,LU	: 	: 	: 	: 	: 	: 	-4 	: 	: 	48 	: 	: 
A,MIO_NAC,S12P,K5,LV	: 	: 	: 	0 	0 	0 	-7 e	0 	0 	0 	: 	: 
A,MIO_NAC,S12P,K5,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,K5,NL	7809 	-2061 	-1084 	2223 	4052 	590 	-16871 	: 	: 	6723 	: 	: 
A,MIO_NAC,S12P,K5,NO	: 	: 	: 	7900 	3300 	3200 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S12P,K5,PL	: 	: 	: 	0 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S12P,K5,PT	: 	: 	: 	19 	: 	: 	-179 	: 	: 	206 	: 	: 
A,MIO_NAC,S12P,K5,RO	: 	: 	: 	: 	: 	: 	0 n	: 	: 	0 n	: 	: 
